1	0	1	1
2	65886	2	1
3	70332	3	1
4	73956	4	1
5	77298	5	1
6	80300	6	1
7	83045	7	1
8	85531	8	1
9	87941	9	1
10	90566	10	1
11	92995	11	1
12	95401	12	1
13	97857	13	1
14	100219	14	1
15	102451	15	1
16	104860	16	1
17	106926	17	1
18	109354	18	1
19	111825	19	1
20	114129	20	1
21	116357	21	1
22	118574	22	1
23	120887	23	1
24	123140	24	1
25	125413	25	1
26	127755	26	1
27	129894	27	1
28	132162	28	1
29	134238	29	1
30	136680	30	1
31	138920	31	1
32	141047	0	1
33	143221	1	1
34	145422	2	1
35	147703	3	1
36	150177	4	1
37	152381	5	1
38	154740	6	1
39	157059	7	1
40	159261	8	1
41	161534	9	1
42	163767	10	1
43	165973	11	1
44	168085	12	1
45	170207	13	1
46	172274	14	1
47	174434	15	1
48	176619	16	1
49	178886	17	1
50	181010	18	1
51	183067	19	1
52	185176	20	1
53	187451	21	1
54	189203	22	1
55	191336	23	1
56	193645	24	1
57	195832	25	1
58	197942	26	1
59	200167	27	1
60	202391	28	1
61	204332	29	1
62	206297	30	1
63	207366	4	1
64	208305	31	1
65	210459	0	1
66	212601	1	1
67	214637	2	1
68	216528	3	1
69	218646	4	1
70	220894	5	1
71	222763	6	1
72	224913	7	1
73	227066	8	1
74	229264	9	1
75	231575	10	1
76	233644	11	1
77	235604	12	1
78	237573	13	1
79	239717	14	1
80	241682	15	1
81	243667	16	1
82	245920	17	1
83	247881	18	1
84	249993	19	1
85	252055	20	1
86	254177	21	1
87	256341	22	1
88	258332	23	1
89	260570	24	1
90	262552	25	1
91	264446	26	1
92	266395	27	1
93	268450	28	1
94	270690	29	1
95	272756	30	1
96	274778	31	1
97	276736	0	1
98	278666	1	1
99	280617	2	1
100	282699	3	1
101	284781	4	1
102	350752	5	1
103	355837	6	1
104	361510	7	1
105	367314	8	1
106	372982	9	1
107	378197	10	1
108	383937	11	1
109	390037	12	1
110	396121	13	1
111	402370	14	1
112	408435	15	1
113	414234	16	1
114	419465	17	1
115	425250	18	1
116	430953	19	1
117	437329	20	1
118	444240	21	1
119	451487	22	1
120	459740	23	1
121	468647	24	1
122	477790	25	1
123	485442	26	1
124	489661	27	1
125	497501	28	1
126	504975	29	1
127	513393	30	1
128	518820	31	1
129	522549	0	1
130	531545	1	1
131	541597	2	1
132	551877	3	1
133	555831	4	0
134	562553	4	1
135	573022	5	1
136	583865	6	1
137	595391	7	1
138	606119	8	1
139	617157	9	1
140	627547	10	1
141	634189	11	0
142	639197	11	1
143	648943	12	1
144	659056	13	1
145	668652	14	1
146	678907	15	1
147	682985	7	1
148	690247	16	1
149	700597	17	1
150	710330	18	1
151	721358	19	1
152	732296	20	1
153	741842	21	1
154	751243	22	1
155	758636	23	1
156	765827	24	1
157	770523	16	0
158	776606	25	1
159	786127	26	1
160	796546	27	1
161	806076	28	1
162	815958	29	1
163	825846	30	1
164	837138	31	1
165	844196	7	0
166	848883	0	1
167	860925	1	1
168	871863	2	1
169	874069	7	0
170	883534	3	1
171	891120	22	1
172	895852	0	0
173	907103	5	1
174	918121	6	1
175	920437	1	0
176	930331	7	1
177	943209	8	1
178	955595	9	1
179	968575	10	1
180	973521	0	0
181	980450	11	1
182	993272	12	1
183	1005218	13	1
184	1017419	14	1
185	1029460	15	1
186	1037829	11	0
187	1041665	16	1
188	1051353	11	0
189	1054716	17	1
190	1061188	12	1
191	1075468	19	1
192	1086557	20	1
193	1098378	21	1
194	1110690	22	1
195	1121168	23	1
196	1131555	24	1
197	1140135	20	1
198	1154246	26	1
199	1165696	27	1
200	1169063	20	1
201	1186720	29	1
202	1197344	30	1
203	1207709	31	1
204	1217444	0	1
205	1226988	1	1
206	1237494	2	1
207	1247593	3	1
208	1259113	4	1
209	1270431	5	1
210	1279931	6	1
211	1291040	7	1
212	1298274	8	1
213	1359142	9	1
214	1368413	10	1
215	1378561	11	1
216	1387956	12	1
217	1398314	13	1
218	1408638	14	1
219	1418345	15	1
220	1427680	16	1
221	1436867	17	1
222	1446158	18	1
223	1455567	19	1
224	1464819	20	1
225	1474103	21	1
226	1484088	22	1
227	1493388	23	1
228	1502201	24	1
229	1511504	25	1
230	1520802	26	1
231	1530105	27	1
232	1539919	28	1
233	1549348	29	1
234	1559088	30	1
235	1568620	31	1
236	1577504	0	1
237	1586217	1	1
238	1595051	2	1
239	1603594	3	1
240	1612211	4	1
241	1619524	5	1
242	1626915	6	1
243	1633982	7	1
244	1640015	8	1
245	1645909	9	1
246	1651030	10	1
247	1656190	11	1
248	1660728	12	1
249	1664817	13	1
250	1668264	14	1
251	1672077	15	1
252	1676614	16	1
253	1679846	17	1
254	1682721	18	1
255	1685525	19	1
256	1688323	20	1
257	1690945	21	1
258	1693715	22	1
259	1697055	23	1
260	1701612	24	1
261	1706346	25	1
262	1711703	26	1
263	1716464	27	1
264	1720600	28	1
265	1724787	29	1
266	1729090	30	1
267	1733074	31	1
268	1736589	0	1
269	1739917	1	1
270	1743038	2	1
271	1747928	3	1
272	1753621	4	1
273	1759581	5	1
274	1766071	6	1
275	1772860	7	1
276	1780167	8	1
277	1787004	9	1
278	1794411	10	1
279	1802018	11	1
280	1807645	22	0
281	1809182	12	1
282	1816556	13	1
283	1823349	14	1
284	1830621	15	1
285	1837584	16	1
286	1844091	17	1
287	1850570	18	1
288	1857753	19	1
289	1864981	20	1
290	1872947	21	1
291	1881066	22	1
292	1889866	23	1
293	1899677	24	1
294	1910072	25	1
295	1920628	26	1
296	1931511	27	1
297	1942245	28	1
298	1953037	29	1
299	1964701	30	1
300	1976036	22	0
301	1976995	31	1
302	1988998	0	1
303	2001049	1	1
304	2013927	2	1
305	2027631	3	1
306	2041034	4	1
307	2054847	5	1
308	2069084	6	1
309	2082558	7	1
310	2094868	8	1
311	2107733	9	1
312	2120051	10	1
313	2133050	11	1
314	2146443	12	1
315	2210794	13	1
316	2222157	14	1
317	2234185	15	1
318	2245470	16	1
319	2252295	3	1
320	2268574	18	1
321	2279296	19	1
322	2291477	20	1
323	2303244	21	1
324	2315078	22	1
325	2326177	23	1
326	2338046	24	1
327	2349672	25	1
328	2360809	26	1
329	2370595	27	1
330	2380234	28	1
331	2389935	29	1
332	2399431	30	1
333	2408723	31	1
334	2417972	0	1
335	2427058	1	1
336	2437230	2	1
337	2463026	3	1
338	2499965	4	1
339	2515715	28	1
340	2570078	6	1
341	2604333	7	1
342	2623684	8	1
343	2653786	9	1
344	2688191	10	1
345	2723681	11	1
346	2760170	12	1
347	2795875	13	1
348	2823758	14	1
349	2857377	15	1
350	2868125	16	1
351	2898982	17	1
352	2932978	18	1
353	2963323	19	1
354	2987538	20	1
355	3001356	21	1
356	3031394	22	1
357	3035079	4	0
358	3038161	23	1
359	3056917	24	1
360	3066946	25	1
361	3076865	26	1
362	3099853	27	1
363	3108639	28	1
364	3121428	29	1
365	3125957	30	1
366	3141152	31	1
367	3147829	0	1
368	3155073	1	1
369	3162385	2	1
370	3166286	3	1
371	3171075	4	1
372	3177864	5	1
373	3182175	6	1
374	3185554	7	1
375	3189364	8	1
376	3192709	9	1
377	3196088	10	1
378	3199119	11	1
379	3202134	12	1
380	3205450	13	1
381	3208271	14	1
382	3210792	15	1
383	3213522	16	1
384	3216274	17	1
385	3218006	0	0
386	3218089	5	0
387	3219129	18	1
388	3221745	19	1
389	3224502	20	1
390	3227237	21	1
391	3229989	22	1
392	3232627	23	1
393	3235762	24	1
394	3238609	25	1
395	3241144	26	1
396	3243620	27	1
397	3246252	28	1
398	3248842	29	1
399	3251432	30	1
400	3253796	31	1
401	3256387	0	1
402	3258836	1	1
403	3261613	2	1
404	3264078	3	1
405	3266484	4	1
406	3269091	5	1
407	3271618	6	1
408	3274152	7	1
409	3276740	8	1
410	3279301	9	1
411	3281933	10	1
412	3284829	11	1
413	3287253	12	1
414	3289714	13	1
415	3292245	14	1
416	3294795	15	1
417	3297316	16	1
418	3363710	17	1
419	3367574	18	1
420	3371192	19	1
421	3374707	20	1
422	3377605	21	1
423	3380613	22	1
424	3383543	23	1
425	3386867	24	1
426	3390345	25	1
427	3393870	26	1
428	3397071	27	1
429	3400230	28	1
430	3403014	29	1
431	3405573	30	1
432	3408577	31	1
433	3411764	0	1
434	3415005	1	1
435	3418439	2	1
436	3421574	3	1
437	3424526	4	1
438	3427332	5	1
439	3429904	6	1
440	3432092	7	1
441	3434484	8	1
442	3436740	9	1
443	3439085	10	1
444	3441595	11	1
445	3444252	12	1
446	3466877	13	1
447	3499928	14	1
448	3530221	15	1
449	3563530	16	1
450	3600331	17	1
451	3636299	18	1
452	3638862	11	0
453	3644249	19	1
454	3666854	20	1
455	3705095	21	1
456	3732150	22	1
457	3769294	23	1
458	3805611	24	1
459	3835713	25	1
460	3863581	26	1
461	3880361	12	1
462	3922521	28	1
463	3941541	29	1
464	3977478	30	1
465	4010298	31	1
466	4027111	10	0
467	4032955	0	0
468	4062192	1	1
469	4080646	20	0
470	4093884	2	1
471	4127848	3	1
472	4155398	16	0
473	4160634	4	1
474	4193164	5	1
475	4221057	6	1
476	4251367	7	1
477	4272625	8	1
478	4286944	9	1
479	4293543	10	1
480	4324121	11	1
481	4351574	12	1
482	4377631	13	1
483	4405181	14	1
484	4441372	15	1
485	4475470	16	1
486	4511247	17	1
487	4527401	18	1
488	4561323	19	1
489	4594152	20	1
490	4634650	21	1
491	4665948	22	1
492	4700268	23	1
493	4723925	24	1
494	4759347	25	1
495	4792970	26	1
496	4825699	14	0
497	4858945	28	1
498	4890990	29	1
499	4915669	30	1
500	4940509	31	1
501	4974805	0	1
502	5009929	1	1
503	5043956	2	1
504	5070823	16	1
505	5108945	4	1
506	5132210	25	1
507	5173320	6	1
508	5203945	7	1
509	5218375	8	1
510	5225664	9	1
511	5255662	10	1
512	5280234	11	1
513	5309892	12	1
514	5337758	13	1
515	5356933	24	1
516	5381295	15	1
517	5387504	16	1
518	5392269	17	1
519	5396713	18	1
520	5400801	19	1
521	5404408	20	1
522	5467060	21	1
523	5470843	22	1
524	5473783	23	1
525	5476636	24	1
526	5479438	25	1
527	5481797	26	1
528	5484090	27	1
529	5486514	28	1
530	5488718	29	1
531	5490892	30	1
532	5493006	31	1
533	5495292	0	1
534	5497180	1	1
535	5499374	2	1
536	5501181	3	1
537	5503075	4	1
538	5505215	5	1
539	5529145	6	1
540	5562007	11	0
541	5575451	7	1
542	5591828	11	0
543	5601147	8	1
544	5609111	9	1
545	5616916	10	1
546	5647575	17	0
547	5682802	12	1
548	5708716	13	1
549	5717558	14	1
550	5723222	15	1
551	5730761	16	1
552	5762313	17	1
553	5785570	18	1
554	5820842	19	1
555	5854979	20	1
556	5891319	21	1
557	5926106	22	1
558	5951817	23	1
559	5979569	16	0
560	5988830	24	1
561	6014081	25	1
562	6047441	26	1
563	6072964	27	1
564	6083790	28	1
565	6108078	29	1
566	6144560	30	1
567	6182413	31	1
568	6190552	0	1
569	6196524	1	1
570	6201087	2	1
571	6236927	3	1
572	6272926	7	0
573	6277451	0	0
574	6304670	5	1
575	6342473	6	1
576	6382111	7	1
577	6410372	8	1
578	6451345	9	1
579	6467222	10	1
580	6495036	11	1
581	6540208	12	1
582	6584149	13	1
583	6612602	14	1
584	6659812	15	1
585	6705147	16	1
586	6743470	8	0
587	6746234	0	0
588	6780806	18	1
589	6793555	19	1
590	6844638	20	1
591	6882389	21	1
592	6895998	22	1
593	6944020	23	1
594	6989619	24	1
595	7041003	25	1
596	7089656	26	1
597	7139624	27	1
598	7150636	28	1
599	7157527	29	1
600	7163192	30	1
601	7167623	31	1
602	7171470	0	1
603	7175840	1	1
604	7179737	2	1
605	7182884	3	1
606	7186180	4	1
607	7189394	5	1
608	7192242	6	1
609	7195153	7	1
610	7197869	8	1
611	7200627	9	1
612	7202907	10	1
613	7206288	11	1
614	7211639	12	1
615	7260779	13	1
616	7295663	14	1
617	7340653	15	1
618	7369379	16	1
619	7401585	17	1
620	7434045	18	1
621	7461703	19	1
622	7488839	20	1
623	7514728	21	1
624	7543179	22	1
625	7573064	11	0
626	7578802	23	1
627	7605632	24	1
628	7674462	25	1
629	7709584	26	1
630	7744497	27	1
631	7766002	28	1
632	7808973	29	1
633	7840992	30	1
